pixel_id,row,col,county_code,county,gi_star,norm,est_pct,R,G,B,hex
1135,78,21,4,Argyllshire,,,,,,,
1136,78,22,4,Argyllshire,,,,,,,
1137,78,23,4,Argyllshire,,,,,,,
1138,78,24,4,Argyllshire,,,,,,,
1139,78,28,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1140,78,29,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1141,78,30,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1142,78,33,13,Buteshire,,,,,,,
1143,78,35,6,Ayrshire,-1.35,0.3815,18.1,44,115,142,#2C738E
1144,78,36,69,Renfrewshire,-1.35,0.3815,18.1,44,115,142,#2C738E
1145,78,37,69,Renfrewshire,-2.51,0.2934,6.6,53,94,141,#355E8D
1146,78,38,69,Renfrewshire,-2.51,0.2934,6.6,53,94,141,#355E8D
1147,78,39,69,Renfrewshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1148,78,40,48,Lanarkshire,-2.98,0.2577,2.0,58,83,139,#3A538B
1149,78,41,48,Lanarkshire,-2.98,0.2577,2.0,58,83,139,#3A538B
1150,78,42,48,Lanarkshire,-3.02,0.2547,1.6,58,83,139,#3A538B
1151,78,43,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1152,78,44,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1153,78,45,55,Midlothian,-2.09,0.3253,10.8,49,102,142,#31668E
1154,78,46,55,Midlothian,-2.09,0.3253,10.8,49,102,142,#31668E
1155,78,47,55,Midlothian,-2.09,0.3253,10.8,49,102,142,#31668E
1156,78,48,55,Midlothian,-2.09,0.3253,10.8,49,102,142,#31668E
1157,78,49,55,Midlothian,-0.42,0.4522,27.3,37,132,142,#25848E
1158,78,50,55,Midlothian,-0.42,0.4522,27.3,37,132,142,#25848E
1159,78,51,55,Midlothian,-0.42,0.4522,27.3,37,132,142,#25848E
1160,78,52,10,Berwickshire,-0.33,0.4590,28.2,36,134,142,#24868E
1161,78,53,10,Berwickshire,0.6,0.5297,37.4,31,151,139,#1F978B
1162,78,54,10,Berwickshire,0.6,0.5297,37.4,31,151,139,#1F978B
1163,78,55,10,Berwickshire,0.6,0.5297,37.4,31,151,139,#1F978B
1164,78,56,10,Berwickshire,0.6,0.5297,37.4,31,151,139,#1F978B
1165,78,57,10,Berwickshire,-0.6,0.4385,25.5,38,130,142,#26828E
1166,78,58,10,Berwickshire,-0.6,0.4385,25.5,38,130,142,#26828E
1167,79,21,4,Argyllshire,,,,,,,
1168,79,23,4,Argyllshire,,,,,,,
1169,79,24,4,Argyllshire,,,,,,,
1170,79,29,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1171,79,35,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1172,79,36,6,Ayrshire,-1.35,0.3815,18.1,44,115,142,#2C738E
1173,79,37,6,Ayrshire,-1.35,0.3815,18.1,44,115,142,#2C738E
1174,79,38,69,Renfrewshire,-2.51,0.2934,6.6,53,94,141,#355E8D
1175,79,39,69,Renfrewshire,-2.98,0.2577,2.0,58,83,139,#3A538B
1176,79,40,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1177,79,41,48,Lanarkshire,-2.98,0.2577,2.0,58,83,139,#3A538B
1178,79,42,48,Lanarkshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1179,79,43,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1180,79,44,48,Lanarkshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1181,79,45,48,Lanarkshire,-1.86,0.3428,13.1,48,106,142,#306A8E
1182,79,46,48,Lanarkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1183,79,47,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1184,79,48,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1185,79,49,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1186,79,50,55,Midlothian,-0.42,0.4522,27.3,37,132,142,#25848E
1187,79,51,55,Midlothian,-0.42,0.4522,27.3,37,132,142,#25848E
1188,79,52,10,Berwickshire,-0.28,0.4628,28.7,36,135,142,#24878E
1189,79,53,10,Berwickshire,0.51,0.5228,36.5,31,149,139,#1F958B
1190,79,54,10,Berwickshire,0.6,0.5297,37.4,31,151,139,#1F978B
1191,79,55,10,Berwickshire,0.6,0.5297,37.4,31,151,139,#1F978B
1192,79,56,10,Berwickshire,0.56,0.5266,37.0,31,150,139,#1F968B
1193,79,57,10,Berwickshire,1.77,0.6186,49.0,38,173,129,#26AD81
1194,79,58,10,Berwickshire,1.77,0.6186,49.0,38,173,129,#26AD81
1195,79,59,62,Northumberland,3.35,0.7386,64.6,88,199,101,#58C765
1196,80,23,4,Argyllshire,,,,,,,
1197,80,24,4,Argyllshire,,,,,,,
1198,80,28,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1199,80,29,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1200,80,31,13,Buteshire,,,,,,,
1201,80,35,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1202,80,36,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1203,80,37,6,Ayrshire,-1.35,0.3815,18.1,44,115,142,#2C738E
1204,80,38,6,Ayrshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1205,80,39,6,Ayrshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1206,80,40,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1207,80,41,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1208,80,42,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1209,80,43,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1210,80,44,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1211,80,45,48,Lanarkshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1212,80,46,48,Lanarkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1213,80,47,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1214,80,48,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1215,80,49,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1216,80,50,65,Peeblesshire,-0.42,0.4522,27.3,37,132,142,#25848E
1217,80,51,55,Midlothian,-0.42,0.4522,27.3,37,132,142,#25848E
1218,80,52,55,Midlothian,-0.28,0.4628,28.7,36,135,142,#24878E
1219,80,53,10,Berwickshire,-0.28,0.4628,28.7,36,135,142,#24878E
1220,80,54,10,Berwickshire,2.23,0.6535,53.5,49,181,123,#31B57B
1221,80,55,10,Berwickshire,0.74,0.5403,38.8,31,154,138,#1F9A8A
1222,80,56,10,Berwickshire,2.74,0.6923,58.6,64,189,114,#40BD72
1223,80,57,10,Berwickshire,2.98,0.7105,61.0,72,193,110,#48C16E
1224,80,58,62,Northumberland,3.02,0.7135,61.4,74,193,109,#4AC16D
1225,80,59,62,Northumberland,2.98,0.7105,61.0,72,193,110,#48C16E
1226,80,60,62,Northumberland,3.35,0.7386,64.6,88,199,101,#58C765
1227,81,22,4,Argyllshire,,,,,,,
1228,81,28,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1229,81,29,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1230,81,30,13,Buteshire,,,,,,,
1231,81,31,13,Buteshire,,,,,,,
1232,81,32,13,Buteshire,,,,,,,
1233,81,36,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1234,81,37,6,Ayrshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1235,81,38,6,Ayrshire,-1.3,0.3853,18.6,43,116,142,#2B748E
1236,81,39,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1237,81,40,6,Ayrshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1238,81,41,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1239,81,42,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1240,81,43,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1241,81,44,48,Lanarkshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1242,81,45,48,Lanarkshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1243,81,46,48,Lanarkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1244,81,47,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1245,81,48,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1246,81,49,65,Peeblesshire,-2.19,0.3177,9.8,50,100,142,#32648E
1247,81,50,65,Peeblesshire,-0.6,0.4385,25.5,38,130,142,#26828E
1248,81,51,73,Selkirkshire,-0.42,0.4522,27.3,37,132,142,#25848E
1249,81,52,73,Selkirkshire,-0.19,0.4697,29.6,35,137,142,#23898E
1250,81,53,71,Roxburghshire,2.42,0.6680,55.4,53,183,121,#35B779
1251,81,54,10,Berwickshire,2.05,0.6398,51.8,44,177,126,#2CB17E
1252,81,55,71,Roxburghshire,2.05,0.6398,51.8,44,177,126,#2CB17E
1253,81,56,71,Roxburghshire,2.79,0.6961,59.1,66,190,113,#42BE71
1254,81,57,62,Northumberland,3.02,0.7135,61.4,74,193,109,#4AC16D
1255,81,58,62,Northumberland,3.02,0.7135,61.4,74,193,109,#4AC16D
1256,81,59,62,Northumberland,3.4,0.7424,65.1,90,200,100,#5AC864
1257,81,60,62,Northumberland,3.4,0.7424,65.1,90,200,100,#5AC864
1258,81,61,62,Northumberland,,,,,,,
1259,82,28,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1260,82,31,13,Buteshire,,,,,,,
1261,82,32,13,Buteshire,,,,,,,
1262,82,37,6,Ayrshire,-1.26,0.3884,19.0,43,117,142,#2B758E
1263,82,38,6,Ayrshire,-1.26,0.3884,19.0,43,117,142,#2B758E
1264,82,39,6,Ayrshire,-1.26,0.3884,19.0,43,117,142,#2B758E
1265,82,40,6,Ayrshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1266,82,41,6,Ayrshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1267,82,42,6,Ayrshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1268,82,43,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1269,82,44,48,Lanarkshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1270,82,45,48,Lanarkshire,-2.19,0.3177,9.8,50,100,142,#32648E
1271,82,46,48,Lanarkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1272,82,47,65,Peeblesshire,-2.51,0.2934,6.6,53,94,141,#355E8D
1273,82,48,65,Peeblesshire,-2.09,0.3253,10.8,49,102,142,#31668E
1274,82,49,73,Selkirkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1275,82,50,73,Selkirkshire,0.88,0.5510,40.2,30,157,137,#1E9D89
1276,82,51,73,Selkirkshire,-0.42,0.4522,27.3,37,132,142,#25848E
1277,82,52,73,Selkirkshire,-0.42,0.4522,27.3,37,132,142,#25848E
1278,82,53,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1279,82,54,71,Roxburghshire,4.05,0.7918,71.5,117,208,84,#75D054
1280,82,55,71,Roxburghshire,4.33,0.8131,74.3,132,212,75,#84D44B
1281,82,56,71,Roxburghshire,3.26,0.7318,63.7,84,197,104,#54C568
1282,82,57,71,Roxburghshire,2.74,0.6923,58.6,64,189,114,#40BD72
1283,82,58,62,Northumberland,3.02,0.7135,61.4,74,193,109,#4AC16D
1284,82,59,62,Northumberland,3.4,0.7424,65.1,90,200,100,#5AC864
1285,82,60,62,Northumberland,3.35,0.7386,64.6,88,199,101,#58C765
1286,82,61,62,Northumberland,3.44,0.7454,65.5,90,200,100,#5AC864
1287,82,62,62,Northumberland,3.16,0.7242,62.7,80,196,106,#50C46A
1288,83,28,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1289,83,31,13,Buteshire,,,,,,,
1290,83,32,13,Buteshire,,,,,,,
1291,83,37,6,Ayrshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1292,83,38,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1293,83,39,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1294,83,40,6,Ayrshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1295,83,41,6,Ayrshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1296,83,42,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1297,83,43,48,Lanarkshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1298,83,44,48,Lanarkshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1299,83,45,48,Lanarkshire,-2.42,0.3002,7.5,53,95,141,#355F8D
1300,83,46,48,Lanarkshire,2.05,0.6398,51.8,44,177,126,#2CB17E
1301,83,47,65,Peeblesshire,2.0,0.6360,51.3,42,176,127,#2AB07F
1302,83,48,65,Peeblesshire,-2.05,0.3284,11.2,49,103,142,#31678E
1303,83,49,73,Selkirkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1304,83,50,73,Selkirkshire,0.93,0.5548,40.7,31,158,137,#1F9E89
1305,83,51,73,Selkirkshire,-0.42,0.4522,27.3,37,132,142,#25848E
1306,83,52,71,Roxburghshire,4.19,0.8024,72.9,124,210,80,#7CD250
1307,83,53,71,Roxburghshire,4.05,0.7918,71.5,117,208,84,#75D054
1308,83,54,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1309,83,55,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1310,83,56,71,Roxburghshire,3.26,0.7318,63.7,84,197,104,#54C568
1311,83,57,71,Roxburghshire,2.84,0.6999,59.6,68,191,112,#44BF70
1312,83,58,62,Northumberland,4.0,0.7880,71.1,115,208,86,#73D056
1313,83,59,62,Northumberland,3.4,0.7424,65.1,90,200,100,#5AC864
1314,83,60,62,Northumberland,3.35,0.7386,64.6,88,199,101,#58C765
1315,83,61,62,Northumberland,3.4,0.7424,65.1,90,200,100,#5AC864
1316,83,62,62,Northumberland,3.3,0.7348,64.1,86,198,103,#56C667
1317,84,27,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1318,84,28,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1319,84,36,6,Ayrshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1320,84,37,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1321,84,38,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1322,84,39,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1323,84,40,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1324,84,41,6,Ayrshire,-1.81,0.3466,13.5,47,107,142,#2F6B8E
1325,84,42,29,Dumfriesshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1326,84,43,29,Dumfriesshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1327,84,44,48,Lanarkshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1328,84,45,48,Lanarkshire,1.86,0.6254,49.9,40,174,128,#28AE80
1329,84,46,48,Lanarkshire,1.86,0.6254,49.9,40,174,128,#28AE80
1330,84,47,65,Peeblesshire,1.81,0.6216,49.4,39,173,129,#27AD81
1331,84,48,29,Dumfriesshire,1.86,0.6254,49.9,40,174,128,#28AE80
1332,84,49,73,Selkirkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1333,84,50,73,Selkirkshire,-2.09,0.3253,10.8,49,102,142,#31668E
1334,84,51,73,Selkirkshire,4.56,0.8305,76.6,142,214,69,#8ED645
1335,84,52,71,Roxburghshire,4.47,0.8237,75.7,137,213,72,#89D548
1336,84,53,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1337,84,54,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1338,84,55,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1339,84,56,71,Roxburghshire,3.3,0.7348,64.1,86,198,103,#56C667
1340,84,57,62,Northumberland,3.95,0.7842,70.6,112,207,87,#70CF57
1341,84,58,62,Northumberland,3.95,0.7842,70.6,112,207,87,#70CF57
1342,84,59,62,Northumberland,4.0,0.7880,71.1,115,208,86,#73D056
1343,84,60,62,Northumberland,4.0,0.7880,71.1,115,208,86,#73D056
1344,84,61,62,Northumberland,3.49,0.7492,66.0,92,200,99,#5CC863
1345,84,62,62,Northumberland,3.21,0.7280,63.2,82,197,105,#52C569
1346,85,27,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1347,85,28,4,Argyllshire,-3.58,0.2121,0.0,63,71,136,#3F4788
1348,85,36,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1349,85,37,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1350,85,38,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1351,85,39,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1352,85,40,6,Ayrshire,-1.26,0.3884,19.0,43,117,142,#2B758E
1353,85,41,6,Ayrshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1354,85,42,29,Dumfriesshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1355,85,43,29,Dumfriesshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1356,85,44,29,Dumfriesshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1357,85,45,48,Lanarkshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1358,85,46,29,Dumfriesshire,1.86,0.6254,49.9,40,174,128,#28AE80
1359,85,47,29,Dumfriesshire,1.86,0.6254,49.9,40,174,128,#28AE80
1360,85,48,29,Dumfriesshire,1.81,0.6216,49.4,39,173,129,#27AD81
1361,85,49,29,Dumfriesshire,1.86,0.6254,49.9,40,174,128,#28AE80
1362,85,50,71,Roxburghshire,4.7,0.8412,78.0,149,216,64,#95D840
1363,85,51,71,Roxburghshire,4.7,0.8412,78.0,149,216,64,#95D840
1364,85,52,71,Roxburghshire,4.56,0.8305,76.6,142,214,69,#8ED645
1365,85,53,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1366,85,54,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1367,85,55,71,Roxburghshire,4.09,0.7948,71.9,119,209,83,#77D153
1368,85,56,62,Northumberland,3.21,0.7280,63.2,82,197,105,#52C569
1369,85,57,62,Northumberland,5.35,0.8905,84.4,181,222,43,#B5DE2B
1370,85,58,62,Northumberland,3.86,0.7773,69.7,110,206,88,#6ECE58
1371,85,59,62,Northumberland,4.23,0.8055,73.3,127,211,78,#7FD34E
1372,85,60,62,Northumberland,4.23,0.8055,73.3,127,211,78,#7FD34E
1373,85,61,62,Northumberland,3.58,0.7561,66.9,96,202,96,#60CA60
1374,85,62,62,Northumberland,3.58,0.7561,66.9,96,202,96,#60CA60
1375,86,35,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1376,86,36,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1377,86,37,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1378,86,38,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1379,86,39,6,Ayrshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1380,86,40,47,Kirkcudbrightshire,-1.26,0.3884,19.0,43,117,142,#2B758E
1381,86,41,47,Kirkcudbrightshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1382,86,42,29,Dumfriesshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1383,86,43,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1384,86,44,29,Dumfriesshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1385,86,45,29,Dumfriesshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1386,86,46,29,Dumfriesshire,-1.67,0.3572,14.9,46,110,142,#2E6E8E
1387,86,47,29,Dumfriesshire,1.86,0.6254,49.9,40,174,128,#28AE80
1388,86,48,29,Dumfriesshire,1.86,0.6254,49.9,40,174,128,#28AE80
1389,86,49,29,Dumfriesshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1390,86,50,29,Dumfriesshire,4.84,0.8518,79.4,157,217,59,#9DD93B
1391,86,51,71,Roxburghshire,4.7,0.8412,78.0,149,216,64,#95D840
1392,86,52,71,Roxburghshire,4.47,0.8237,75.7,137,213,72,#89D548
1393,86,53,71,Roxburghshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1394,86,54,62,Northumberland,5.21,0.8799,83.0,176,221,47,#B0DD2F
1395,86,55,62,Northumberland,4.09,0.7948,71.9,119,209,83,#77D153
1396,86,56,62,Northumberland,5.63,0.9118,87.2,197,224,33,#C5E021
1397,86,57,62,Northumberland,5.53,0.9042,86.2,192,223,37,#C0DF25
1398,86,58,62,Northumberland,5.53,0.9042,86.2,192,223,37,#C0DF25
1399,86,59,62,Northumberland,4.23,0.8055,73.3,127,211,78,#7FD34E
1400,86,60,62,Northumberland,4.23,0.8055,73.3,127,211,78,#7FD34E
1401,86,61,62,Northumberland,3.58,0.7561,66.9,96,202,96,#60CA60
1402,86,62,62,Northumberland,3.67,0.7629,67.8,101,203,94,#65CB5E
1403,87,35,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1404,87,36,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1405,87,37,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1406,87,38,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1407,87,39,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1408,87,40,47,Kirkcudbrightshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1409,87,41,47,Kirkcudbrightshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1410,87,42,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1411,87,43,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1412,87,44,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1413,87,45,29,Dumfriesshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1414,87,46,29,Dumfriesshire,-1.77,0.3496,13.9,47,108,142,#2F6C8E
1415,87,47,29,Dumfriesshire,4.42,0.8199,75.2,134,213,73,#86D549
1416,87,48,29,Dumfriesshire,4.42,0.8199,75.2,134,213,73,#86D549
1417,87,49,29,Dumfriesshire,4.19,0.8024,72.9,124,210,80,#7CD250
1418,87,50,29,Dumfriesshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1419,87,51,29,Dumfriesshire,4.93,0.8586,80.3,160,218,57,#A0DA39
1420,87,52,71,Roxburghshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1421,87,53,71,Roxburghshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1422,87,54,62,Northumberland,5.77,0.9225,88.6,205,225,29,#CDE11D
1423,87,55,62,Northumberland,5.77,0.9225,88.6,205,225,29,#CDE11D
1424,87,56,62,Northumberland,5.53,0.9042,86.2,192,223,37,#C0DF25
1425,87,57,62,Northumberland,5.53,0.9042,86.2,192,223,37,#C0DF25
1426,87,58,62,Northumberland,5.53,0.9042,86.2,192,223,37,#C0DF25
1427,87,59,62,Northumberland,4.23,0.8055,73.3,127,211,78,#7FD34E
1428,87,60,62,Northumberland,3.49,0.7492,66.0,92,200,99,#5CC863
1429,87,61,62,Northumberland,3.53,0.7523,66.4,94,201,98,#5EC962
1430,87,62,62,Northumberland,3.72,0.7667,68.3,103,204,92,#67CC5C
1431,87,63,62,Northumberland,3.72,0.7667,68.3,103,204,92,#67CC5C
1432,88,34,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1433,88,35,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1434,88,36,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1435,88,37,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1436,88,38,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1437,88,39,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1438,88,40,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1439,88,41,47,Kirkcudbrightshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1440,88,42,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1441,88,43,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1442,88,44,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1443,88,45,29,Dumfriesshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1444,88,46,29,Dumfriesshire,-1.72,0.3534,14.4,46,109,142,#2E6D8E
1445,88,47,29,Dumfriesshire,4.42,0.8199,75.2,134,213,73,#86D549
1446,88,48,29,Dumfriesshire,4.42,0.8199,75.2,134,213,73,#86D549
1447,88,49,29,Dumfriesshire,4.42,0.8199,75.2,134,213,73,#86D549
1448,88,50,29,Dumfriesshire,4.19,0.8024,72.9,124,210,80,#7CD250
1449,88,51,29,Dumfriesshire,4.93,0.8586,80.3,160,218,57,#A0DA39
1450,88,52,71,Roxburghshire,5.12,0.8731,82.1,170,220,50,#AADC32
1451,88,53,23,Cumberland,5.12,0.8731,82.1,170,220,50,#AADC32
1452,88,54,62,Northumberland,5.77,0.9225,88.6,205,225,29,#CDE11D
1453,88,55,62,Northumberland,5.77,0.9225,88.6,205,225,29,#CDE11D
1454,88,56,62,Northumberland,5.53,0.9042,86.2,192,223,37,#C0DF25
1455,88,57,62,Northumberland,4.19,0.8024,72.9,124,210,80,#7CD250
1456,88,58,62,Northumberland,4.23,0.8055,73.3,127,211,78,#7FD34E
1457,88,59,62,Northumberland,4.23,0.8055,73.3,127,211,78,#7FD34E
1458,88,60,62,Northumberland,3.53,0.7523,66.4,94,201,98,#5EC962
1459,88,61,62,Northumberland,3.53,0.7523,66.4,94,201,98,#5EC962
1460,88,62,62,Northumberland,3.77,0.7705,68.8,105,205,91,#69CD5B
1461,88,63,62,Northumberland,3.77,0.7705,68.8,105,205,91,#69CD5B
1462,89,34,6,Ayrshire,-1.53,0.3679,16.3,45,113,142,#2D718E
1463,89,35,6,Ayrshire,-0.98,0.4096,21.8,41,122,142,#297A8E
1464,89,36,6,Ayrshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1465,89,37,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1466,89,38,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1467,89,39,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1468,89,40,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1469,89,41,47,Kirkcudbrightshire,-1.16,0.3960,20.0,42,119,142,#2A778E
1470,89,42,47,Kirkcudbrightshire,-0.93,0.4134,22.3,41,123,142,#297B8E
1471,89,43,47,Kirkcudbrightshire,-1.49,0.3709,16.7,45,113,142,#2D718E
1472,89,44,47,Kirkcudbrightshire,-1.49,0.3709,16.7,45,113,142,#2D718E
