pixel_id,row,col,county_code,county,gi_star,norm,est_pct,R,G,B,hex
1928,107,61,90,Yorkshire,6.47,0.9756,95.5,239,229,28,#EFE51C
1929,107,62,90,Yorkshire,6.6,0.9855,96.8,246,230,32,#F6E620
1930,107,63,90,Yorkshire,6.28,0.9612,93.6,231,228,25,#E7E419
1931,107,64,90,Yorkshire,6.6,0.9855,96.8,246,230,32,#F6E620
1932,107,65,90,Yorkshire,6.6,0.9855,96.8,246,230,32,#F6E620
1933,107,66,90,Yorkshire,6.74,0.9961,98.2,253,231,37,#FDE725
1934,107,67,90,Yorkshire,6.79,0.9999,98.7,253,231,37,#FDE725
1935,107,68,90,Yorkshire,6.79,0.9999,98.7,253,231,37,#FDE725
1936,107,69,90,Yorkshire,6.23,0.9574,93.1,229,228,25,#E5E419
1937,107,70,90,Yorkshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1938,107,71,90,Yorkshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1939,107,72,90,Yorkshire,5.53,0.9042,86.2,192,223,37,#C0DF25
1940,107,73,90,Yorkshire,5.53,0.9042,86.2,192,223,37,#C0DF25
1941,107,74,90,Yorkshire,5.53,0.9042,86.2,192,223,37,#C0DF25
1942,107,75,90,Yorkshire,,,,,,,
1943,108,51,49,Lancashire,4.65,0.8374,77.5,147,215,65,#93D741
1944,108,52,49,Lancashire,4.47,0.8237,75.7,137,213,72,#89D548
1945,108,53,49,Lancashire,5.16,0.8761,82.5,173,220,48,#ADDC30
1946,108,54,49,Lancashire,5.49,0.9012,85.8,189,223,38,#BDDF26
1947,108,55,49,Lancashire,6.09,0.9468,91.7,221,227,24,#DDE318
1948,108,56,49,Lancashire,6.65,0.9893,97.3,248,230,33,#F8E621
1949,108,57,49,Lancashire,6.23,0.9574,93.1,229,228,25,#E5E419
1950,108,58,49,Lancashire,6.23,0.9574,93.1,229,228,25,#E5E419
1951,108,59,90,Yorkshire,5.67,0.9149,87.6,200,224,32,#C8E020
1952,108,60,90,Yorkshire,6.14,0.9506,92.2,223,227,24,#DFE318
1953,108,61,90,Yorkshire,6.14,0.9506,92.2,223,227,24,#DFE318
1954,108,62,90,Yorkshire,6.42,0.9718,95.0,236,229,27,#ECE51B
1955,108,63,90,Yorkshire,6.42,0.9718,95.0,236,229,27,#ECE51B
1956,108,64,90,Yorkshire,6.42,0.9718,95.0,236,229,27,#ECE51B
1957,108,65,90,Yorkshire,6.37,0.9680,94.5,234,229,26,#EAE51A
1958,108,66,90,Yorkshire,6.7,0.9931,97.8,251,231,35,#FBE723
1959,108,67,90,Yorkshire,6.74,0.9961,98.2,253,231,37,#FDE725
1960,108,68,90,Yorkshire,6.09,0.9468,91.7,221,227,24,#DDE318
1961,108,69,90,Yorkshire,6.23,0.9574,93.1,229,228,25,#E5E419
1962,108,70,90,Yorkshire,4.74,0.8442,78.4,152,216,62,#98D83E
1963,108,71,90,Yorkshire,5.16,0.8761,82.5,173,220,48,#ADDC30
1964,108,72,90,Yorkshire,5.58,0.9080,86.7,194,223,35,#C2DF23
1965,108,73,90,Yorkshire,5.53,0.9042,86.2,192,223,37,#C0DF25
1966,108,74,90,Yorkshire,5.49,0.9012,85.8,189,223,38,#BDDF26
1967,108,75,90,Yorkshire,5.91,0.9331,90.0,210,226,27,#D2E21B
1968,109,51,49,Lancashire,5.49,0.9012,85.8,189,223,38,#BDDF26
1969,109,52,49,Lancashire,4.23,0.8055,73.3,127,211,78,#7FD34E
1970,109,53,49,Lancashire,4.98,0.8624,80.7,162,218,55,#A2DA37
1971,109,54,49,Lancashire,6.19,0.9544,92.7,226,228,24,#E2E418
1972,109,55,49,Lancashire,6.56,0.9825,96.4,244,230,30,#F4E61E
1973,109,56,49,Lancashire,6.79,0.9999,98.7,253,231,37,#FDE725
1974,109,57,49,Lancashire,6.79,0.9999,98.7,253,231,37,#FDE725
1975,109,58,49,Lancashire,6.23,0.9574,93.1,229,228,25,#E5E419
1976,109,59,90,Yorkshire,5.21,0.8799,83.0,176,221,47,#B0DD2F
1977,109,60,90,Yorkshire,5.72,0.9187,88.1,202,225,31,#CAE11F
1978,109,61,90,Yorkshire,5.91,0.9331,90.0,210,226,27,#D2E21B
1979,109,62,90,Yorkshire,6.51,0.9787,95.9,241,229,29,#F1E51D
1980,109,63,90,Yorkshire,6.6,0.9855,96.8,246,230,32,#F6E620
1981,109,64,90,Yorkshire,6.42,0.9718,95.0,236,229,27,#ECE51B
1982,109,65,90,Yorkshire,6.37,0.9680,94.5,234,229,26,#EAE51A
1983,109,66,90,Yorkshire,6.79,0.9999,98.7,253,231,37,#FDE725
1984,109,67,90,Yorkshire,6.28,0.9612,93.6,231,228,25,#E7E419
1985,109,68,90,Yorkshire,6.05,0.9437,91.3,218,227,25,#DAE319
1986,109,69,90,Yorkshire,4.65,0.8374,77.5,147,215,65,#93D741
1987,109,70,90,Yorkshire,5.53,0.9042,86.2,192,223,37,#C0DF25
1988,109,71,90,Yorkshire,5.58,0.9080,86.7,194,223,35,#C2DF23
1989,109,72,90,Yorkshire,5.53,0.9042,86.2,192,223,37,#C0DF25
1990,109,73,90,Yorkshire,5.21,0.8799,83.0,176,221,47,#B0DD2F
1991,109,74,90,Yorkshire,6.05,0.9437,91.3,218,227,25,#DAE319
1992,109,75,90,Yorkshire,5.95,0.9361,90.4,213,226,26,#D5E21A
1993,109,76,90,Yorkshire,4.88,0.8548,79.8,157,217,59,#9DD93B
1994,110,51,49,Lancashire,5.49,0.9012,85.8,189,223,38,#BDDF26
1995,110,52,49,Lancashire,4.33,0.8131,74.3,132,212,75,#84D44B
1996,110,53,49,Lancashire,4.98,0.8624,80.7,162,218,55,#A2DA37
1997,110,54,49,Lancashire,5.86,0.9293,89.5,208,225,28,#D0E11C
1998,110,55,49,Lancashire,6.56,0.9825,96.4,244,230,30,#F4E61E
1999,110,56,49,Lancashire,6.14,0.9506,92.2,223,227,24,#DFE318
2000,110,57,49,Lancashire,6.79,0.9999,98.7,253,231,37,#FDE725
2001,110,58,49,Lancashire,5.95,0.9361,90.4,213,226,26,#D5E21A
2002,110,59,90,Yorkshire,5.35,0.8905,84.4,181,222,43,#B5DE2B
2003,110,60,90,Yorkshire,6.14,0.9506,92.2,223,227,24,#DFE318
2004,110,61,90,Yorkshire,6.51,0.9787,95.9,241,229,29,#F1E51D
2005,110,62,90,Yorkshire,6.6,0.9855,96.8,246,230,32,#F6E620
2006,110,63,90,Yorkshire,5.44,0.8974,85.3,186,222,40,#BADE28
2007,110,64,90,Yorkshire,5.3,0.8867,83.9,181,222,43,#B5DE2B
2008,110,65,90,Yorkshire,6.19,0.9544,92.7,226,228,24,#E2E418
2009,110,66,90,Yorkshire,5.86,0.9293,89.5,208,225,28,#D0E11C
2010,110,67,90,Yorkshire,6.14,0.9506,92.2,223,227,24,#DFE318
2011,110,68,90,Yorkshire,6.19,0.9544,92.7,226,228,24,#E2E418
2012,110,69,90,Yorkshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2013,110,70,90,Yorkshire,5.67,0.9149,87.6,200,224,32,#C8E020
2014,110,71,51,Lincolnshire,5.67,0.9149,87.6,200,224,32,#C8E020
2015,110,72,90,Yorkshire,5.16,0.8761,82.5,173,220,48,#ADDC30
2016,110,75,90,Yorkshire,4.65,0.8374,77.5,147,215,65,#93D741
2017,110,76,90,Yorkshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2018,111,51,49,Lancashire,5.07,0.8693,81.6,168,219,52,#A8DB34
2019,111,52,49,Lancashire,5.21,0.8799,83.0,176,221,47,#B0DD2F
2020,111,53,49,Lancashire,5.21,0.8799,83.0,176,221,47,#B0DD2F
2021,111,54,49,Lancashire,6.19,0.9544,92.7,226,228,24,#E2E418
2022,111,55,49,Lancashire,6.6,0.9855,96.8,246,230,32,#F6E620
2023,111,56,49,Lancashire,6.51,0.9787,95.9,241,229,29,#F1E51D
2024,111,57,49,Lancashire,5.91,0.9331,90.0,210,226,27,#D2E21B
2025,111,58,49,Lancashire,5.49,0.9012,85.8,189,223,38,#BDDF26
2026,111,59,90,Yorkshire,5.49,0.9012,85.8,189,223,38,#BDDF26
2027,111,60,90,Yorkshire,5.63,0.9118,87.2,197,224,33,#C5E021
2028,111,61,90,Yorkshire,6.05,0.9437,91.3,218,227,25,#DAE319
2029,111,62,90,Yorkshire,5.4,0.8943,84.9,184,222,41,#B8DE29
2030,111,63,90,Yorkshire,5.35,0.8905,84.4,181,222,43,#B5DE2B
2031,111,64,90,Yorkshire,4.98,0.8624,80.7,162,218,55,#A2DA37
2032,111,65,90,Yorkshire,5.35,0.8905,84.4,181,222,43,#B5DE2B
2033,111,66,90,Yorkshire,5.07,0.8693,81.6,168,219,52,#A8DB34
2034,111,67,90,Yorkshire,5.95,0.9361,90.4,213,226,26,#D5E21A
2035,111,68,90,Yorkshire,6.09,0.9468,91.7,221,227,24,#DDE318
2036,111,69,90,Yorkshire,6.42,0.9718,95.0,236,229,27,#ECE51B
2037,111,70,51,Lincolnshire,5.63,0.9118,87.2,197,224,33,#C5E021
2038,111,71,51,Lincolnshire,5.67,0.9149,87.6,200,224,32,#C8E020
2039,111,72,51,Lincolnshire,5.21,0.8799,83.0,176,221,47,#B0DD2F
2040,111,73,51,Lincolnshire,5.16,0.8761,82.5,173,220,48,#ADDC30
2041,111,74,51,Lincolnshire,4.7,0.8412,78.0,149,216,64,#95D840
2042,111,76,90,Yorkshire,,,,,,,
2043,111,77,90,Yorkshire,,,,,,,
2044,112,50,49,Lancashire,4.42,0.8199,75.2,134,213,73,#86D549
2045,112,51,49,Lancashire,5.44,0.8974,85.3,186,222,40,#BADE28
2046,112,52,49,Lancashire,5.72,0.9187,88.1,202,225,31,#CAE11F
2047,112,53,49,Lancashire,5.95,0.9361,90.4,213,226,26,#D5E21A
2048,112,54,49,Lancashire,6.28,0.9612,93.6,231,228,25,#E7E419
2049,112,55,49,Lancashire,6.47,0.9756,95.5,239,229,28,#EFE51C
2050,112,56,49,Lancashire,6.05,0.9437,91.3,218,227,25,#DAE319
2051,112,57,49,Lancashire,5.72,0.9187,88.1,202,225,31,#CAE11F
2052,112,58,49,Lancashire,5.72,0.9187,88.1,202,225,31,#CAE11F
2053,112,59,90,Yorkshire,5.4,0.8943,84.9,184,222,41,#B8DE29
2054,112,60,90,Yorkshire,5.4,0.8943,84.9,184,222,41,#B8DE29
2055,112,61,90,Yorkshire,5.67,0.9149,87.6,200,224,32,#C8E020
2056,112,62,90,Yorkshire,5.58,0.9080,86.7,194,223,35,#C2DF23
2057,112,63,90,Yorkshire,5.4,0.8943,84.9,184,222,41,#B8DE29
2058,112,64,90,Yorkshire,4.74,0.8442,78.4,152,216,62,#98D83E
2059,112,65,90,Yorkshire,4.51,0.8267,76.1,139,214,70,#8BD646
2060,112,66,90,Yorkshire,5.49,0.9012,85.8,189,223,38,#BDDF26
2061,112,67,90,Yorkshire,5.86,0.9293,89.5,208,225,28,#D0E11C
2062,112,68,90,Yorkshire,6.42,0.9718,95.0,236,229,27,#ECE51B
2063,112,69,51,Lincolnshire,6.37,0.9680,94.5,234,229,26,#EAE51A
2064,112,70,51,Lincolnshire,5.63,0.9118,87.2,197,224,33,#C5E021
2065,112,71,51,Lincolnshire,5.77,0.9225,88.6,205,225,29,#CDE11D
2066,112,72,51,Lincolnshire,5.21,0.8799,83.0,176,221,47,#B0DD2F
2067,112,73,51,Lincolnshire,5.21,0.8799,83.0,176,221,47,#B0DD2F
2068,112,74,51,Lincolnshire,4.65,0.8374,77.5,147,215,65,#93D741
2069,112,75,51,Lincolnshire,4.7,0.8412,78.0,149,216,64,#95D840
2070,113,50,49,Lancashire,4.33,0.8131,74.3,132,212,75,#84D44B
2071,113,51,49,Lancashire,5.35,0.8905,84.4,181,222,43,#B5DE2B
2072,113,52,49,Lancashire,5.72,0.9187,88.1,202,225,31,#CAE11F
2073,113,53,49,Lancashire,5.95,0.9361,90.4,213,226,26,#D5E21A
2074,113,54,49,Lancashire,5.67,0.9149,87.6,200,224,32,#C8E020
2075,113,55,49,Lancashire,6.28,0.9612,93.6,231,228,25,#E7E419
2076,113,56,49,Lancashire,6.05,0.9437,91.3,218,227,25,#DAE319
2077,113,57,49,Lancashire,5.72,0.9187,88.1,202,225,31,#CAE11F
2078,113,58,49,Lancashire,5.26,0.8837,83.5,178,221,45,#B2DD2D
2079,113,59,19,Cheshire,5.26,0.8837,83.5,178,221,45,#B2DD2D
2080,113,60,19,Cheshire,5.26,0.8837,83.5,178,221,45,#B2DD2D
2081,113,61,90,Yorkshire,5.58,0.9080,86.7,194,223,35,#C2DF23
2082,113,62,90,Yorkshire,5.58,0.9080,86.7,194,223,35,#C2DF23
2083,113,63,90,Yorkshire,5.58,0.9080,86.7,194,223,35,#C2DF23
2084,113,64,90,Yorkshire,4.84,0.8518,79.4,157,217,59,#9DD93B
2085,113,65,90,Yorkshire,5.3,0.8867,83.9,181,222,43,#B5DE2B
2086,113,66,90,Yorkshire,5.95,0.9361,90.4,213,226,26,#D5E21A
2087,113,67,90,Yorkshire,5.86,0.9293,89.5,208,225,28,#D0E11C
2088,113,68,90,Yorkshire,6.79,0.9999,98.7,253,231,37,#FDE725
2089,113,69,51,Lincolnshire,6.7,0.9931,97.8,251,231,35,#FBE723
2090,113,70,51,Lincolnshire,5.63,0.9118,87.2,197,224,33,#C5E021
2091,113,71,51,Lincolnshire,5.63,0.9118,87.2,197,224,33,#C5E021
2092,113,72,51,Lincolnshire,4.33,0.8131,74.3,132,212,75,#84D44B
2093,113,73,51,Lincolnshire,4.33,0.8131,74.3,132,212,75,#84D44B
2094,113,74,51,Lincolnshire,3.53,0.7523,66.4,94,201,98,#5EC962
2095,113,75,51,Lincolnshire,3.26,0.7318,63.7,84,197,104,#54C568
2096,113,76,51,Lincolnshire,4.7,0.8412,78.0,149,216,64,#95D840
2097,113,77,51,Lincolnshire,,,,,,,
2098,114,51,49,Lancashire,5.49,0.9012,85.8,189,223,38,#BDDF26
2099,114,52,49,Lancashire,5.07,0.8693,81.6,168,219,52,#A8DB34
2100,114,53,49,Lancashire,5.58,0.9080,86.7,194,223,35,#C2DF23
2101,114,54,49,Lancashire,6.09,0.9468,91.7,221,227,24,#DDE318
2102,114,55,49,Lancashire,6.14,0.9506,92.2,223,227,24,#DFE318
2103,114,56,49,Lancashire,6.14,0.9506,92.2,223,227,24,#DFE318
2104,114,57,49,Lancashire,5.44,0.8974,85.3,186,222,40,#BADE28
2105,114,58,49,Lancashire,5.4,0.8943,84.9,184,222,41,#B8DE29
2106,114,59,19,Cheshire,5.35,0.8905,84.4,181,222,43,#B5DE2B
2107,114,60,25,Derbyshire,5.26,0.8837,83.5,178,221,45,#B2DD2D
2108,114,61,25,Derbyshire,5.63,0.9118,87.2,197,224,33,#C5E021
2109,114,62,90,Yorkshire,5.58,0.9080,86.7,194,223,35,#C2DF23
2110,114,63,90,Yorkshire,5.16,0.8761,82.5,173,220,48,#ADDC30
2111,114,64,90,Yorkshire,5.95,0.9361,90.4,213,226,26,#D5E21A
2112,114,65,90,Yorkshire,4.56,0.8305,76.6,142,214,69,#8ED645
2113,114,66,90,Yorkshire,6.65,0.9893,97.3,248,230,33,#F8E621
2114,114,67,90,Yorkshire,6.65,0.9893,97.3,248,230,33,#F8E621
2115,114,68,63,Nottinghamshire,6.42,0.9718,95.0,236,229,27,#ECE51B
2116,114,69,63,Nottinghamshire,5.63,0.9118,87.2,197,224,33,#C5E021
2117,114,70,51,Lincolnshire,5.63,0.9118,87.2,197,224,33,#C5E021
2118,114,71,51,Lincolnshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2119,114,72,51,Lincolnshire,3.72,0.7667,68.3,103,204,92,#67CC5C
2120,114,73,51,Lincolnshire,4.33,0.8131,74.3,132,212,75,#84D44B
2121,114,74,51,Lincolnshire,3.16,0.7242,62.7,80,196,106,#50C46A
2122,114,75,51,Lincolnshire,3.07,0.7173,61.8,76,194,108,#4CC26C
2123,114,76,51,Lincolnshire,4.7,0.8412,78.0,149,216,64,#95D840
2124,114,77,51,Lincolnshire,3.72,0.7667,68.3,103,204,92,#67CC5C
2125,114,78,51,Lincolnshire,,,,,,,
2126,115,38,1,Anglesey,-1.3,0.3853,18.6,43,116,142,#2B748E
2127,115,39,1,Anglesey,-0.74,0.4279,24.1,39,127,142,#277F8E
2128,115,49,19,Cheshire,3.49,0.7492,66.0,92,200,99,#5CC863
2129,115,50,19,Cheshire,4.37,0.8161,74.7,132,212,75,#84D44B
2130,115,51,49,Lancashire,4.19,0.8024,72.9,124,210,80,#7CD250
2131,115,52,49,Lancashire,5.07,0.8693,81.6,168,219,52,#A8DB34
2132,115,53,49,Lancashire,5.58,0.9080,86.7,194,223,35,#C2DF23
2133,115,54,19,Cheshire,6.14,0.9506,92.2,223,227,24,#DFE318
2134,115,55,19,Cheshire,6.05,0.9437,91.3,218,227,25,#DAE319
2135,115,56,19,Cheshire,5.67,0.9149,87.6,200,224,32,#C8E020
2136,115,57,19,Cheshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2137,115,58,19,Cheshire,5.3,0.8867,83.9,181,222,43,#B5DE2B
2138,115,59,25,Derbyshire,5.35,0.8905,84.4,181,222,43,#B5DE2B
2139,115,60,25,Derbyshire,5.63,0.9118,87.2,197,224,33,#C5E021
2140,115,61,25,Derbyshire,5.58,0.9080,86.7,194,223,35,#C2DF23
2141,115,62,25,Derbyshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2142,115,63,90,Yorkshire,5.26,0.8837,83.5,178,221,45,#B2DD2D
2143,115,64,90,Yorkshire,5.16,0.8761,82.5,173,220,48,#ADDC30
2144,115,65,90,Yorkshire,6.23,0.9574,93.1,229,228,25,#E5E419
2145,115,66,90,Yorkshire,6.05,0.9437,91.3,218,227,25,#DAE319
2146,115,67,63,Nottinghamshire,6.09,0.9468,91.7,221,227,24,#DDE318
2147,115,68,63,Nottinghamshire,5.49,0.9012,85.8,189,223,38,#BDDF26
2148,115,69,63,Nottinghamshire,5.53,0.9042,86.2,192,223,37,#C0DF25
2149,115,70,51,Lincolnshire,5.67,0.9149,87.6,200,224,32,#C8E020
2150,115,71,51,Lincolnshire,3.81,0.7736,69.2,108,205,90,#6CCD5A
2151,115,72,51,Lincolnshire,4.05,0.7918,71.5,117,208,84,#75D054
2152,115,73,51,Lincolnshire,3.67,0.7629,67.8,101,203,94,#65CB5E
2153,115,74,51,Lincolnshire,2.56,0.6786,56.8,58,186,118,#3ABA76
2154,115,75,51,Lincolnshire,2.79,0.6961,59.1,66,190,113,#42BE71
2155,115,76,51,Lincolnshire,2.98,0.7105,61.0,72,193,110,#48C16E
2156,115,77,51,Lincolnshire,3.67,0.7629,67.8,101,203,94,#65CB5E
2157,115,78,51,Lincolnshire,2.93,0.7067,60.5,70,192,111,#46C06F
2158,116,37,1,Anglesey,-0.98,0.4096,21.8,41,122,142,#297A8E
2159,116,38,1,Anglesey,-0.98,0.4096,21.8,41,122,142,#297A8E
2160,116,39,1,Anglesey,-1.3,0.3853,18.6,43,116,142,#2B748E
2161,116,40,1,Anglesey,,,,,,,
2162,116,47,36,Flintshire,2.14,0.6467,52.6,46,179,124,#2EB37C
2163,116,48,36,Flintshire,3.58,0.7561,66.9,96,202,96,#60CA60
2164,116,50,19,Cheshire,4.05,0.7918,71.5,117,208,84,#75D054
2165,116,51,19,Cheshire,4.05,0.7918,71.5,117,208,84,#75D054
2166,116,52,19,Cheshire,3.72,0.7667,68.3,103,204,92,#67CC5C
2167,116,53,19,Cheshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2168,116,54,19,Cheshire,6.19,0.9544,92.7,226,228,24,#E2E418
2169,116,55,19,Cheshire,5.67,0.9149,87.6,200,224,32,#C8E020
2170,116,56,19,Cheshire,5.44,0.8974,85.3,186,222,40,#BADE28
2171,116,57,19,Cheshire,5.67,0.9149,87.6,200,224,32,#C8E020
2172,116,58,19,Cheshire,5.67,0.9149,87.6,200,224,32,#C8E020
2173,116,59,19,Cheshire,5.07,0.8693,81.6,168,219,52,#A8DB34
2174,116,60,25,Derbyshire,5.63,0.9118,87.2,197,224,33,#C5E021
2175,116,61,25,Derbyshire,5.63,0.9118,87.2,197,224,33,#C5E021
2176,116,62,25,Derbyshire,6.14,0.9506,92.2,223,227,24,#DFE318
2177,116,63,25,Derbyshire,6.14,0.9506,92.2,223,227,24,#DFE318
2178,116,64,25,Derbyshire,6.05,0.9437,91.3,218,227,25,#DAE319
2179,116,65,25,Derbyshire,6.19,0.9544,92.7,226,228,24,#E2E418
2180,116,66,90,Yorkshire,6.28,0.9612,93.6,231,228,25,#E7E419
2181,116,67,63,Nottinghamshire,5.86,0.9293,89.5,208,225,28,#D0E11C
2182,116,68,63,Nottinghamshire,5.67,0.9149,87.6,200,224,32,#C8E020
2183,116,69,63,Nottinghamshire,5.26,0.8837,83.5,178,221,45,#B2DD2D
2184,116,70,51,Lincolnshire,3.86,0.7773,69.7,110,206,88,#6ECE58
2185,116,71,51,Lincolnshire,3.72,0.7667,68.3,103,204,92,#67CC5C
2186,116,72,51,Lincolnshire,4.05,0.7918,71.5,117,208,84,#75D054
2187,116,73,51,Lincolnshire,3.58,0.7561,66.9,96,202,96,#60CA60
2188,116,74,51,Lincolnshire,2.84,0.6999,59.6,68,191,112,#44BF70
2189,116,75,51,Lincolnshire,2.84,0.6999,59.6,68,191,112,#44BF70
2190,116,76,51,Lincolnshire,3.02,0.7135,61.4,74,193,109,#4AC16D
2191,116,77,51,Lincolnshire,1.53,0.6003,46.6,34,168,132,#22A884
2192,116,78,51,Lincolnshire,3.07,0.7173,61.8,76,194,108,#4CC26C
2193,117,38,1,Anglesey,-0.98,0.4096,21.8,41,122,142,#297A8E
2194,117,39,1,Anglesey,-2.28,0.3109,8.9,51,98,141,#33628D
2195,117,40,1,Anglesey,-1.16,0.3960,20.0,42,119,142,#2A778E
2196,117,42,14,Caernarfonshire,-0.74,0.4279,24.1,39,127,142,#277F8E
2197,117,43,14,Caernarfonshire,-0.74,0.4279,24.1,39,127,142,#277F8E
2198,117,44,24,Denbighshire,-0.79,0.4241,23.6,39,126,142,#277E8E
2199,117,45,24,Denbighshire,-0.79,0.4241,23.6,39,126,142,#277E8E
2200,117,46,24,Denbighshire,2.19,0.6505,53.1,47,180,124,#2FB47C
2201,117,47,36,Flintshire,2.19,0.6505,53.1,47,180,124,#2FB47C
2202,117,48,36,Flintshire,2.14,0.6467,52.6,46,179,124,#2EB37C
2203,117,49,36,Flintshire,2.79,0.6961,59.1,66,190,113,#42BE71
2204,117,50,36,Flintshire,3.3,0.7348,64.1,86,198,103,#56C667
2205,117,51,19,Cheshire,3.77,0.7705,68.8,105,205,91,#69CD5B
2206,117,52,19,Cheshire,3.72,0.7667,68.3,103,204,92,#67CC5C
2207,117,53,19,Cheshire,4.33,0.8131,74.3,132,212,75,#84D44B
2208,117,54,19,Cheshire,2.56,0.6786,56.8,58,186,118,#3ABA76
2209,117,55,19,Cheshire,5.67,0.9149,87.6,200,224,32,#C8E020
2210,117,56,19,Cheshire,5.67,0.9149,87.6,200,224,32,#C8E020
2211,117,57,19,Cheshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2212,117,58,19,Cheshire,5.53,0.9042,86.2,192,223,37,#C0DF25
2213,117,59,19,Cheshire,5.07,0.8693,81.6,168,219,52,#A8DB34
2214,117,60,25,Derbyshire,5.95,0.9361,90.4,213,226,26,#D5E21A
2215,117,61,25,Derbyshire,5.95,0.9361,90.4,213,226,26,#D5E21A
2216,117,62,25,Derbyshire,5.91,0.9331,90.0,210,226,27,#D2E21B
2217,117,63,25,Derbyshire,6.05,0.9437,91.3,218,227,25,#DAE319
2218,117,64,25,Derbyshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2219,117,65,25,Derbyshire,5.63,0.9118,87.2,197,224,33,#C5E021
2220,117,66,25,Derbyshire,5.12,0.8731,82.1,170,220,50,#AADC32
2221,117,67,63,Nottinghamshire,5.12,0.8731,82.1,170,220,50,#AADC32
2222,117,68,63,Nottinghamshire,4.23,0.8055,73.3,127,211,78,#7FD34E
2223,117,69,63,Nottinghamshire,4.51,0.8267,76.1,139,214,70,#8BD646
2224,117,70,63,Nottinghamshire,3.67,0.7629,67.8,101,203,94,#65CB5E
2225,117,71,51,Lincolnshire,3.53,0.7523,66.4,94,201,98,#5EC962
2226,117,72,51,Lincolnshire,3.72,0.7667,68.3,103,204,92,#67CC5C
2227,117,73,51,Lincolnshire,3.58,0.7561,66.9,96,202,96,#60CA60
2228,117,74,51,Lincolnshire,2.84,0.6999,59.6,68,191,112,#44BF70
2229,117,75,51,Lincolnshire,2.84,0.6999,59.6,68,191,112,#44BF70
2230,117,76,51,Lincolnshire,2.84,0.6999,59.6,68,191,112,#44BF70
2231,117,77,51,Lincolnshire,1.63,0.6079,47.6,36,170,131,#24AA83
2232,117,78,51,Lincolnshire,1.49,0.5973,46.2,34,167,133,#22A785
2233,117,79,51,Lincolnshire,1.44,0.5935,45.7,33,166,133,#21A685
2234,118,38,1,Anglesey,-2.37,0.3040,8.0,52,96,141,#34608D
2235,118,39,1,Anglesey,-2.05,0.3284,11.2,49,103,142,#31678E
2236,118,40,14,Caernarfonshire,-2.0,0.3322,11.7,49,104,142,#31688E
2237,118,41,14,Caernarfonshire,-1.3,0.3853,18.6,43,116,142,#2B748E
2238,118,42,14,Caernarfonshire,-0.79,0.4241,23.6,39,126,142,#277E8E
2239,118,43,14,Caernarfonshire,-0.74,0.4279,24.1,39,127,142,#277F8E
2240,118,44,24,Denbighshire,0.19,0.4985,33.3,33,144,141,#21908D
2241,118,45,24,Denbighshire,0.19,0.4985,33.3,33,144,141,#21908D
2242,118,46,24,Denbighshire,0.14,0.4947,32.8,33,143,141,#218F8D
2243,118,47,24,Denbighshire,2.19,0.6505,53.1,47,180,124,#2FB47C
2244,118,48,24,Denbighshire,2.19,0.6505,53.1,47,180,124,#2FB47C
2245,118,49,36,Flintshire,2.84,0.6999,59.6,68,191,112,#44BF70
2246,118,50,36,Flintshire,3.3,0.7348,64.1,86,198,103,#56C667
2247,118,51,19,Cheshire,3.4,0.7424,65.1,90,200,100,#5AC864
2248,118,52,19,Cheshire,3.77,0.7705,68.8,105,205,91,#69CD5B
2249,118,53,19,Cheshire,2.7,0.6892,58.2,63,188,115,#3FBC73
2250,118,54,19,Cheshire,2.7,0.6892,58.2,63,188,115,#3FBC73
2251,118,55,19,Cheshire,5.77,0.9225,88.6,205,225,29,#CDE11D
2252,118,56,19,Cheshire,5.72,0.9187,88.1,202,225,31,#CAE11F
2253,118,57,19,Cheshire,5.49,0.9012,85.8,189,223,38,#BDDF26
2254,118,58,19,Cheshire,5.4,0.8943,84.9,184,222,41,#B8DE29
2255,118,59,77,Staffordshire,5.4,0.8943,84.9,184,222,41,#B8DE29
2256,118,60,77,Staffordshire,5.91,0.9331,90.0,210,226,27,#D2E21B
2257,118,61,25,Derbyshire,5.95,0.9361,90.4,213,226,26,#D5E21A
2258,118,62,25,Derbyshire,6.09,0.9468,91.7,221,227,24,#DDE318
2259,118,63,25,Derbyshire,6.05,0.9437,91.3,218,227,25,#DAE319
2260,118,64,25,Derbyshire,5.86,0.9293,89.5,208,225,28,#D0E11C
2261,118,65,25,Derbyshire,5.02,0.8655,81.1,165,219,54,#A5DB36
2262,118,66,63,Nottinghamshire,5.07,0.8693,81.6,168,219,52,#A8DB34
2263,118,67,63,Nottinghamshire,4.33,0.8131,74.3,132,212,75,#84D44B
2264,118,68,63,Nottinghamshire,3.72,0.7667,68.3,103,204,92,#67CC5C
2265,118,69,63,Nottinghamshire,4.33,0.8131,74.3,132,212,75,#84D44B
2266,118,70,63,Nottinghamshire,3.67,0.7629,67.8,101,203,94,#65CB5E
